Serial No.,DeviceId,StartTime,spd_bn,po_name,po_code,Newpo_code,spd_res_name,spd_vill,vill_tow_name,near_place,po_pri_nu,spd_emu_info,enu_name,enu_code,sup_name,sup_code,gp_inf_cons,disp_info_cons,now_name,gp_start,gp_part1,q1,q2,q3,q4,q5,q6,gp_part1_ter1,gp_part2,q9,q9_1,q10,q11,q12,q12_1,q12_oth,q13,gp_part3,q14,q15,q16,spd_q17,q17,q17_1,q17_2,q17_3,q17_4,q17_5,q17_6,q17_7,q17_8,gp_part4,q18,q18_oth,q19,q20,q20_oth,q21,q22,q23,spd_24,q24,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q25,q26,gp_part5,q27,q28,q29,q30,q31,q32,gp_part6,q33,q34,q35,q36,gp_part7,q37,q37_oth,q38,q39,q39_oth,q40,q40_oth,q41,q42,q43,gp_part8,p8,flr1,flr2,flr3,gp_part9,q44,q44_oth,q45,q45_oth,q46,q46_oth,q47,spd_q48,q48_disp,q48_1,q48_2,q48_3,q48_4,q48_5,q48_6,q48_7,q48_8,q48_9,q48_10,q48_11,q48_12,q48_13,q48_14,q48_15,q48_16,q48_17,q48_18,q48_19,q48_20,q48_21,q48_22,q48_23,q48_24,gp_part9a,part9a_q51,part9a_q52,part9a_q53,gp_part9b,part9b_q51,part9b_q52,part9b_q53,resut,KEY,PARENT_KEY,KEY-data
815,9.12E+14,2019-04-28T12:23:48.946+05:30,,Urdu p.v.murarpur,81,81,,,Murarpur,Murarpur,7,,Bikash kumar,13,Raubinsh kumar,1,,,1,,,1,1,1,1,1,1,,,28,28,1,1,59,59,,12,,5,1,2,,,3,3,3,3,3,1,3,1,,1,,2,7,,2,1,1,,,1,2,2,1,2,2,2,2,,2,1,5,2,2,98,,2,2,1,2,,2,,2,2,,2,,3,1,1,,3,,,,,7,Muslaman,999,Sekh,1,,3,,,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,,,,,,,,,1,data[815]/data[1],data[815],data[815]/data
816,9.12E+14,2019-04-28T12:34:01.387+05:30,,Urdu p.v murarpur,81,81,,,Murarpur,Durga mandi,8,,Bikash kumar,13,Raubinsh kumar,1,,,1,,,1,1,1,1,1,1,,,50,50,1,2,19,19,,12,,6,1,2,,,3,3,3,3,3,1,3,1,,1 2,,2,8 9,,2,2,2,,,1,2,2,1,2,2,2,2,,2,1,5,2,2,3,,2,2,1,2,,1,,1,1,,1,,3,1,1,,1,,,,,1,,12,,4,,3,,,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,,2,2,2,,,,,1,data[816]/data[1],data[816],data[816]/data
817,9.12E+14,2019-04-28T12:50:15.050+05:30,,Urdu p.v murarpur,81,81,,,Murarpur,Durga mandir,9,,Bikash kumar,13,Raubinsh kumar,1,,,1,,,1,1,1,1,1,1,,,30,30,1,2,19,19,,7,,6,1,2,,,3,3,3,3,3,1,3,3,,3,,2,9,,2,1,1,,,1,2,2,1,1,2,2,2,,2,1,5,2,2,3,,2,2,1,2,,1,,2,1,,1,,3,1,1,,2,,,,,1,,12,,4,,3,,,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,,,,,,2,2,2,1,data[817]/data[1],data[817],data[817]/data
818,9.12E+14,2019-04-28T13:01:34.350+05:30,,Urdu p.v murarpur,81,81,,,Murarpur,Durga mandir,10,,Bikash kumar,13,Raubinsh kumar,1,,,1,,,1,1,1,1,1,1,,,28,28,1,1,19,19,,7,,6,1,2,,,3,3,3,3,3,1,3,1,,1,,2,3 9,,2,1,1,,,1,2,2,1,2,2,1,2,,2,1,5,2,2,98,,2,2,1,2,,1,,2,1,,1,,3,1,1,,3,,,,,1,,12,,4,,3,,,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,,,,,,,,,1,data[818]/data[1],data[818],data[818]/data
819,9.12E+14,2019-04-28T13:10:57.772+05:30,,Urdu p.v murarpur,81,81,,,Murarpur,Durga mandir,11,,Bikash kumar,13,Raubinsh kumar,1,,,1,,,1,1,1,1,1,1,,,32,32,1,2,19,19,,9,,6,1,2,,,3,3,3,3,3,1,3,1,,3,,2,6 9,,2,2,1,,,1,2,2,1,2,2,2,2,,2,1,5,2,2,98,,2,2,1,2,,1,,2,1,,1,,3,1,1,,1,,,,,1,,8,,4,,3,,,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,,2,2,2,,,,,1,data[819]/data[1],data[819],data[819]/data
820,9.12E+14,2019-04-28T13:20:50.156+05:30,,Urdu p.v murarpur,81,81,,,Murarpur,Durga mandir,12,,Bikash kumar,13,Raubinsh kumar,1,,,1,,,1,1,1,1,1,1,,,26,26,1,1,59,59,,12,,6,1,2,,,3,3,3,3,3,1,3,1,,3,,2,3 8,,2,2,1,,,1,2,2,1,2,2,2,2,,2,1,5,2,2,1,,2,2,1,1,,1,,2,1,,1,,3,1,1,,2,,,,,1,,12,,4,,3,,,2,1,2,2,1,2,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,2,,,,,,2,2,2,1,data[820]/data[1],data[820],data[820]/data
821,8.69E+14,2019-04-28T09:25:19.479+05:30,,"Bihar rajya pul Nirman Karya pramandal, gaya ka karyalay dandibagh (baya bhag)",222,222,,,Lalit nagar road no. 7,Pani tanki,5,,Pankaj Kumar,6,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,23,23,1,1,59,59,,11,,6,1,2,,,3,3,3,3,3,1,3,1,,1 4,,2,5 8,,2,1,2,,,2,2,3,1,2,1,3,3,,2,1,5,2,2,5,,1,1,1,2,,2,,1,3,,2,,2,1,1,,2,,,,,1,,10,,1,,3,,,1,2,2,2,1,2,1,1,2,1,2,1,2,1,1,2,1,1,2,2,2,2,1,2,,,,,,1,2,1,1,data[821]/data[1],data[821],data[821]/data
822,8.69E+14,2019-04-28T13:44:25.021+05:30,,Bihar rajya pul Nrman Karya pramandal gaya,222,222,,,Lalit nagar road no. 7,Pani tanki,6,,Pankaj Kumar,6,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,19,19,1,1,59,59,,9,,5,1,2,,,3,2,3,3,2,1,3,1,,1 4,,2,5 9,,2,1,2,,,1,2,2,1,2,1,2,3,,2,1,5,2,2,98,,2,2,1,2,,1,,1,1,,1,,4,1,1,,1,,,,,1,,3,,1,,3,,,1,2,2,2,1,2,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,,2,2,2,,,,,1,data[822]/data[1],data[822],data[822]/data
823,8.69E+14,2019-04-28T14:49:40.012+05:30,,Bihar rajya pul Nirman karya pramandal gaya,222,222,,,Lalit nagar road no. 9,Pani tanki,7,,Pankaj Kumar,6,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,35,35,1,2,13,13,,13,,6,1,2,,,3,2,3,3,3,1,2,1,,3 4,,2,5 6,,2,1,2,,,1,2,2,1,2,1,2,4,,2,1,5,2,2,3,,1,1,1,2,,1,,1,4,,1,,4,1,1,,2,,,,,1,,999,Kusbaha,1,,3,,,1,1,2,1,1,2,1,1,2,1,2,1,2,1,1,2,2,1,2,1,2,2,1,2,,,,,,2,2,1,1,data[823]/data[1],data[823],data[823]/data
824,8.69E+14,2019-04-28T16:00:38.375+05:30,,Bihar rajya pul nirman karya pramandal gaya,222,222,,,Rajkumar nagar road no.10,Pani tanki,9,,Pankaj Kumar,6,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,50,50,1,2,2,2,,13,,6,2,2,,,2,2,2,3,3,1,3,1,,3 4,,2,7 9,,1,3,1,,,2,2,3,1,2,1,4,4,,2,1,5,2,2,3,,1,2,1,2,,1,,1,4,,1,,3,1,1,,2,,,,,1,,10,,4,,3,,,1,1,2,2,1,2,1,1,2,1,2,1,2,1,1,2,2,1,2,1,2,2,2,2,,,,,,1,2,1,1,data[824]/data[1],data[824],data[824]/data
825,8.69E+14,2019-04-28T16:19:30.849+05:30,,Bihar rajya pul nirman karya pramandal gaya,222,222,,,Rajkumar nagar road no.10,Pani tanki,10,,Pankaj kumar,6,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,19,19,1,1,59,59,,7,,4,1,2,,,3,3,3,3,3,1,3,1,,4,,2,20,,2,1,2,,,2,3,2,1,2,1,3,4,,2,1,4,2,2,98,,1,2,1,2,,1,,2,1,,1,,3,2,2,,3,,,,,1,,10,,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,1,data[825]/data[1],data[825],data[825]/data
826,8.69E+14,2019-04-28T16:44:42.891+05:30,,Bihar rajya pul nirman karya pramandal gaya,222,222,,,Rajkumar nagar road no.10,Pani tanki,11,,Pankaj kumar,6,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,25,25,1,2,59,59,,12,,5,1,1,,,3,1,2,3,3,1,3,1,,1 4,,1,5 9,,2,1,2,,,1,2,2,1,2,2,7,4,,2,1,5,2,2,5,,1,2,1,2,,1,,2,4,,1,,3,1,1,,1,,,,,1,,10,,4,,3,,,1,2,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,,1,2,1,,,,,1,data[826]/data[1],data[826],data[826]/data
827,8.69E+14,2019-04-28T17:05:23.927+05:30,,Bihar rajya pul nirman karya pramandal gaya,222,222,,,Rajkumar nagar road no.10,Pani tanki,12,,Pankaj kumar,6,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,37,37,1,1,11,11,,13,,6,1,2,,,3,3,3,3,3,1,3,1,,3 4,,2,9 11,,2,1,2,,,2,2,2,1,2,2,5,4,,2,1,5,2,2,3,,1,1,1,2,,1,,3,4,,1,,3,1,1,,2,,,,,1,,10,,4,,3,,,1,2,2,2,1,2,1,1,2,1,2,1,2,1,1,2,2,1,2,2,2,1,1,2,,,,,,2,2,1,1,data[827]/data[1],data[827],data[827]/data
828,8.69E+14,2019-04-28T19:01:21.918+05:30,,Bihar pul nirman karya pramandal gaya,222,222,,,Lalit nagar,Pani tanki ke bagl me,8,,Pankaj kumar,6,Chandan kumar,2,,,1,,,1,1,1,1,1,1,,,32,32,1,2,3,3,,12,,6,1,2,,,3,3,3,3,3,1,3,1,,3 4,,2,5 9,,1,1,1,,,2,2,2,1,2,2,4,4,,2,1,5,2,2,3,,1,2,1,2,,1,,2,1,,1,,3,1,1,,2,,,,,1,,1,,1,,3,,,1,2,2,1,1,2,1,1,2,1,2,1,2,1,1,2,2,1,2,1,2,2,1,2,,,,,,2,2,1,1,data[828]/data[1],data[828],data[828]/data
829,8.69E+14,2019-04-28T11:09:01.744+07,,Adhikshan abhiyanta vidyut karyalay garage katari road,139,139,,,Kumhar gali,Caravan masjid,1,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,22,22,1,1,12,12,,12,,4,1,2,,,2,2,2,2,2,1,3,1,,4,,2,3,,2,1,1,,,2,2,2,1,2,1,7,3,,2,1,5,2,2,3,,2,2,2,2,,2,,2,2,,2,,2,1,1,,1,,,,,2,,999,Muslim,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,,2,2,1,,,,,1,data[829]/data[1],data[829],data[829]/data
830,8.69E+14,2019-04-28T11:52:13.582+07,,Adhikshan abhiyanta vidyut karyalay garage katari road,139,139,,,Kumhar gali,Sentence school,2,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,18,18,1,1,59,59,,12,,5,1,2,,,2,2,2,2,2,1,3,1,,3,,2,9,,2,2,1,,,2,2,2,1,2,1,2,2,,2,1,5,2,2,3,,2,2,1,2,,1,,2,1,,1,,3,1,1,,1,,,,,1,,999,Kanu,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,,2,2,1,,,,,1,data[830]/data[1],data[830],data[830]/data
831,8.69E+14,2019-04-28T12:10:45.331+07,,Adhikshan abhiyanta vidyut karyalay garage katari road,139,139,,,Kumhar gali,Railway line ke samne,3,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,40,40,1,2,18,18,,12,,6,2,2,,,2,2,2,2,2,1,3,1,,21,,98,20,,98,2,1,,,2,2,2,1,99,2,2,3,,2,1,5,2,2,3,,2,2,1,2,,7,,,7,,98,,98,2,2,,2,,,,,2,,999,Muslim,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,2,2,1,1,data[831]/data[1],data[831],data[831]/data
832,8.69E+14,2019-04-28T12:47:23.162+07,,Adhikshan abhiyanta vidyut karyalay garage katari road,139,139,,,Kumhar gali,Atta chaki mil ke bagal me ,4,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,18,18,2,1,59,59,,9,,5,2,2,,,2,2,2,2,2,1,3,1,,2,,2,9,,2,2,1,,,2,2,2,2,2,1,2,2,,2,1,5,2,98,99,,2,2,1,2,,1,,2,1,,1,,3,2,2,,2,,,,,1,,18,,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,,,,,,1,2,1,1,data[832]/data[1],data[832],data[832]/data
833,8.69E+14,2019-04-28T13:36:10.239+07,,Adhikshan abhiyanta vidyut karyalay garage katari road,139,139,,,Kumhar gali,Mil ke bagal me,5,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,19,19,1,1,48,48,,5,,5,1,2,,,2,2,2,2,2,1,3,1,,21,,98,5,,2,2,1,,,2,2,2,1,2,1,1,2,,2,1,5,98,98,6,,2,2,1,2,,2,,3,2,,2,,2,2,2,,3,,,,,2,,999,Muslim,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,1,data[833]/data[1],data[833],data[833]/data
834,8.69E+14,2019-04-28T14:37:01.431+07,,Adhikshan abhiyanta vidyut karyalay garage katari road,139,139,,,Karimganj,Muna kirana store,6,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,18,18,1,1,59,59,,7,,5,1,2,,,2,2,2,2,2,1,3,1,,21,,98,8,,2,2,1,,,2,2,2,2,2,1,2,2,,2,1,5,2,98,98,,2,2,1,2,,3,,2,3,,2,,2,2,2,,1,,,,,2,,999,Khan,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,,99,2,1,,,,,1,data[834]/data[1],data[834],data[834]/data
835,8.69E+14,2019-04-28T14:50:56.109+07,,Adhikshan abhiyanta vidyut karyalay garage katari road,139,139,,,Karimganj,Magadh flex ke bagal me,7,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,18,18,1,1,59,59,,7,,6,1,2,,,2,2,3,2,2,1,3,1,,21,,98,5,,2,2,1,,,2,2,2,1,2,1,7,3,,2,1,5,2,98,98,,2,2,1,2,,3,,2,3,,2,,2,2,2,,2,,,,,2,,999,Khan,4,,3,,,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,2,2,1,1,data[835]/data[1],data[835],data[835]/data
836,8.69E+14,2019-04-28T15:19:41.639+07,,Adhikshan abhiyanta vidyut karyalay garage katari road,139,139,,,Karimganj,Print arts,8,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,18,18,1,1,59,59,,12,,5,2,2,,,2,2,2,3,2,1,3,1,,21,,98,9,,2,2,1,,,2,2,2,1,1,1,2,2,,2,1,5,2,3,3,,2,1,1,2,,2,,2,2,,2,,2,2,2,,3,,,,,2,,999,Musilim,4,,3,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,1,data[836]/data[1],data[836],data[836]/data
837,8.69E+14,2019-04-28T15:51:44.149+07,,Adhikshan abhiyanta vidyut karyalay garage katari road,139,139,,,Karimganj,Mil gali,9,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,18,18,1,1,59,59,,6,,4,2,2,,,2,2,2,3,2,1,3,1,,21,,98,9,,2,2,1,,,2,2,2,1,2,1,2,2,,2,1,5,2,98,3,,2,2,1,2,,2,,1,2,,2,,2,2,2,,1,,,,,1,,999,Ansari,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,,2,2,1,,,,,1,data[837]/data[1],data[837],data[837]/data
838,8.69E+14,2019-04-28T16:14:45.574+07,,Adhikshan abhiyanta vidyut karyalay garage katari road,139,139,,,Karimganj,Dr sabir ke samanai,10,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,18,18,1,1,59,59,,7,,4,2,2,,,2,2,2,2,1,1,3,1,,21,,98,3 8,,2,2,1,,,2,98,2,1,2,1,2,98,,2,1,5,2,98,3,,2,2,1,2,,1,,2,1,,1,,3,2,2,,3,,,,,2,,999,Musilim,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,1,data[838]/data[1],data[838],data[838]/data
839,8.69E+14,2019-04-28T16:32:54.825+07,,Adhikshan abhiyanta vidyut karyalay garage katari road,139,139,,,Karimganj,Mil gali,11,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,18,18,2,1,59,59,,9,,4,2,2,,,1,1,2,2,1,1,3,1,,21,,98,20,,98,2,1,,,1,2,2,1,2,2,2,3,,2,1,5,2,98,98,,2,2,2,2,,2,,2,2,,2,,2,2,2,,2,,,,,2,,999,Ansari,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,2,2,1,1,data[839]/data[1],data[839],data[839]/data
840,8.69E+14,2019-04-28T16:48:37.604+07,,Adhikshan abhiyanta vidyut karyalay garage katari road,139,139,,,Karimganj,Smart water,12,,Mukesh Kumar,4,Robins kumar,1,,,1,,,1,1,1,1,1,1,,,19,19,1,1,59,59,,9,,5,1,2,,,2,2,2,2,2,1,3,1,,4,,2,9,,2,2,1,,,2,2,2,1,2,1,1,3,,2,1,5,2,98,3,,2,2,2,2,,1,,2,1,,1,,3,2,2,,1,,,,,2,,999,General,4,,3,,,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,,2,2,1,,,,,1,data[840]/data[1],data[840],data[840]/data
841,8.69E+14,2019-04-28T11:01:24.976+05:30,,DAV public school bhatbigha,131,131,,,Bhatbigha,DAV public school,1,,Vishal Kumar,10,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,25,25,1,2,53,53,,7,,3,1,2,,,3,3,3,3,3,1,3,1,,4,,1,9,,1,1,2,,,1,1,1,1,1,2,1,1,,2,1,5,2,2,1,,2,2,99,99,,1,,1,1,,1,,4,1,2,,2,,,,,1,,29,,2,,3,,,1,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,,,,,,99,99,99,1,data[841]/data[1],data[841],data[841]/data
842,8.69E+14,2019-04-28T11:18:42.330+05:30,,DAV public school bhatbigha,131,131,,,Bhatbigha,DAV public school,2,,Vishal Kumar,10,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,22,22,1,2,30,30,,7,,3,1,2,,,3,3,3,3,3,1,3,1,,3,,1,1,,1,1,3,,,1,2,1,1,1,1,1,1,,2,1,5,2,2,1,,99,99,1,99,,1,,1,1,,1,,4,1,2,,3,,,,,1,,8,,2,,3,,,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,,,,,,,,,1,data[842]/data[1],data[842],data[842]/data
843,8.69E+14,2019-04-28T11:32:38.597+05:30,,DAV public school bhatbigha,131,131,,,Bhatbigha,DAV public school,3,,Vishal Kumar,10,Chandan Kumar,2,,,1,,,1,2,1,2,1,1,,,26,26,1,2,60,60,,4,,3,2,2,,,3,3,3,3,3,1,3,1,,7,,1,3,,1,1,1,,,1,2,2,2,2,2,1,1,,2,1,5,2,2,3,,2,99,99,99,,1,,1,1,,1,,4,1,2,,1,,,,,1,,9,,2,,3,,,2,2,2,2,1,2,2,1,2,1,2,1,2,2,1,2,1,1,2,2,2,2,2,2,,99,99,99,,,,,1,data[843]/data[1],data[843],data[843]/data
844,8.69E+14,2019-04-28T11:46:52.703+05:30,,DAV public school bhatbigha,131,131,,,Bhatbigha,Hanuman Mandir,4,,Vishal Kumar,10,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,28,28,1,2,60,60,,12,,3,1,1,,,3,3,3,3,2,1,3,1,,4,,1,1,,1,1,2,,,1,1,1,1,2,2,1,1,,2,1,5,2,2,1,,99,99,99,99,,1,,1,1,,1,,4,1,2,,2,,,,,1,,9,,2,,2,,,2,2,2,2,1,2,2,1,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,,,,,,99,99,99,1,data[844]/data[1],data[844],data[844]/data
845,8.69E+14,2019-04-28T12:06:41.264+05:30,,DAV public school bhatbigha,131,131,,,Bhatbigha,Hanuman Mandir,5,,Vishal Kumar,10,Chandan Kumar,2,,,1,,,1,1,1,1,1,2,,,19,19,1,1,30,30,,9,,3,1,1,,,3,3,3,3,3,1,3,1,,2,,1,4,,1,1,2,,,1,2,1,2,1,1,1,1,,2,1,5,2,2,1,,2,2,99,99,,1,,1,1,,1,,4,1,2,,3,,,,,1,,8,,2,,2,,,1,2,2,1,1,2,2,1,2,1,2,1,2,2,1,2,1,1,2,2,2,2,1,2,,,,,,,,,1,data[845]/data[1],data[845],data[845]/data
846,8.69E+14,2019-04-28T12:20:22.074+05:30,,DAV public school bhatbigha,131,131,,,Bhatbigha,DAV public school,6,,Vishal Kumar,10,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,18,18,1,1,59,59,,9,,2,1,2,,,3,3,3,3,3,1,3,1,,7,,1,7,,1,1,3,,,1,1,1,1,1,1,1,1,,2,1,5,2,2,1,,99,99,99,99,,2,,1,2,,2,,1,1,2,,3,,,,,1,,999,Ravani,2,,3,,,1,1,2,2,1,1,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,,,,,,,,,1,data[846]/data[1],data[846],data[846]/data
847,8.69E+14,2019-04-28T12:39:50.915+05:30,,DAV public school bhatbigha,131,131,,,Bhatbigha,Little public school,7,,Vishal Kumar,10,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,21,21,1,2,60,60,,7,,3,1,2,,,3,3,3,3,3,1,3,1,,1,,1,1,,1,1,2,,,1,1,1,2,1,2,1,1,,2,1,5,2,2,1,,99,99,99,99,,2,,1,2,,2,,1,1,2,,1,,,,,1,,3,,2,,3,,,2,2,2,2,1,2,1,1,2,1,1,1,1,2,1,2,1,1,2,2,2,1,2,2,,99,99,99,,,,,1,data[847]/data[1],data[847],data[847]/data
848,8.69E+14,2019-04-28T12:55:45.250+05:30,,DAV public school bhatbigha,131,131,,,Bhatbigha,Little point school,8,,Vishal Kumar,10,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,25,25,1,2,18,18,,12,,3,1,1,,,3,3,3,3,3,1,3,1,,3,,1,2,,1,1,2,,,1,1,1,1,1,1,1,1,,2,1,5,2,2,1,,99,99,99,99,,2,,1,2,,2,,1,1,2,,2,,,,,1,,19,,2,,3,,,1,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,2,2,2,1,2,2,,,,,,99,99,99,1,data[848]/data[1],data[848],data[848]/data
849,8.69E+14,2019-04-28T13:08:32.414+05:30,,DAV public school bhatbigha,131,131,,,Bhatbigha,Little point school,9,,Vishal Kumar,10,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,24,24,1,2,60,60,,7,,3,2,2,,,3,3,3,2,1,1,3,1,,4,,1,3,,1,1,2,,,1,1,1,1,1,1,2,1,,2,1,5,2,2,1,,99,99,99,99,,2,,1,2,,2,,1,1,2,,3,,,,,1,,9,,2,,2,,,1,2,2,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,,,,,,,,,1,data[849]/data[1],data[849],data[849]/data
850,8.69E+14,2019-04-28T13:22:13.413+05:30,,DAV public school bhatbigha,131,131,,,Bhatbigha,Little point school,10,,Vishal Kumar,10,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,20,20,1,1,59,59,,12,,3,1,2,,,3,3,3,3,3,1,3,1,,8,,1,2,,1,1,2,,,1,1,1,1,1,1,1,1,,2,1,5,2,2,1,,99,99,99,99,,2,,1,2,,2,,1,1,2,,1,,,,,1,,9,,2,,3,,,1,2,2,2,1,2,1,1,2,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,,99,99,99,,,,,1,data[850]/data[1],data[850],data[850]/data
851,8.69E+14,2019-04-28T13:31:43.949+05:30,,DAV public school bhatbigha,131,131,,,Bhatbigha,Little point school,11,,Vishal Kumar,10,Chandan Kumar,2,,,1,,,1,1,2,1,1,2,,,23,23,1,1,59,59,,12,,3,2,2,,,3,3,3,3,3,1,3,1,,2,,1,5,,1,1,2,,,1,1,1,1,1,1,2,1,,2,1,5,2,2,1,,99,99,99,99,,2,,1,2,,2,,1,1,1,,2,,,,,1,,9,,2,,3,,,1,2,2,2,1,1,2,1,2,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,,,,,,99,99,99,1,data[851]/data[1],data[851],data[851]/data
852,8.69E+14,2019-04-28T13:46:23.593+05:30,,DAV public school bhatbigha,131,131,,,Bhatbigha,Little public school,12,,Vishal Kumar,10,Chandan Kumar,2,,,1,,,1,1,1,1,1,1,,,18,18,1,1,59,59,,9,,3,1,2,,,3,3,3,3,3,1,3,1,,3,,1,2,,1,1,2,,,1,2,2,1,1,1,1,2,,2,1,5,2,2,1,,99,99,99,99,,1,,1,1,,1,,4,1,1,,1,,,,,1,,29,,3,,2,,,1,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,2,2,2,,99,99,99,,,,,1,data[852]/data[1],data[852],data[852]/data
853,8.69E+14,2019-04-28T08:57:12.690+05:30,,"Government girls high vidyalaya Ramna ,baya bhag",107,107,,,"Pita maheshwar,",Hisua state fatak,1,,Rajesh Kumar 1,11,Robins Kumar,1,,,1,,,1,1,1,1,1,1,,,32,32,1,2,41,41,,9,,4,1,2,,,3,3,3,3,2,1,2,2,,3 4,,2,8 9,,2,3,1,,,2,2,2,2,1,2,3,2,,2,1,5,2,2,3,,1,2,1,2,,1,,1,1,,1,,3,2,2,,2,,,,,1,,3,,1,,3,,,1,2,2,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,2,1,2,2,,,,,,2,2,2,1,data[853]/data[1],data[853],data[853]/data
854,8.69E+14,2019-04-28T09:21:14.410+05:30,,Gvarment girls high school Ramna baya bhag,107,107,,,Pita maheshwar,Shitla mandir,2,,Rajesh Kumar 1,11,Robins Kumar,1,,,1,,,1,1,1,1,1,1,,,19,19,1,1,59,59,,9,,4,1,2,,,3,3,2,2,3,1,3,2,,3 4,,2,7 9,,2,3,1,,,2,2,2,2,2,2,2,2,,2,1,5,2,2,3,,1,2,1,2,,1,,2,1,,1,,4,2,2,,3,,,,,1,,12,,4,,3,,,1,2,2,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,,,,,,,,,1,data[854]/data[1],data[854],data[854]/data
